lab_method_name,lab_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1-r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name-r-Lab,lu-modus_id-r-Modus_Soil_Test_v1,lu-modus_id-r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result
Surface hardness,Soil,Surface Hardness,,,,,,,,,,,,,,,,,,FIELD METHOD,"Not in MODUS,Field Method",Cornell Soil Health Lab,Cornell Soil Health Lab,,,,,
Total Carbon,Soil,Total C,S-TC-COMB.15,L_MODV2_SOIL_TC_001,"""carbon, total""","""carbon, total""",Combustion,Combustion,Gravimetric,Gravimetric,%,%,,%,%,%,,%,S-TC-COMB.15,,,Cornell Soil Health Lab,Cornell Soil Health Lab,S-TC-COMB.15,L_MODV2_SOIL_TC_001,,L_MODV2_SOIL_TC_001,
Total Carbon:Total Nitrogen,Soil,,S-TC:TN.19,L_MODV2_SOIL_TCTN_001,Total Carbon:Total Nitrogen,Total Carbon:Total Nitrogen,,Dry Combustion,Calculation,Calculation,none,none,,none,,,,,S-TC:TN.19,,,Cornell Soil Health Lab,Cornell Soil Health Lab,S-TC:TN.19,L_MODV2_SOIL_TCTN_001,,L_MODV2_SOIL_TCTN_001,
Total Nitrogen,Soil,Total N,S-TN.16,L_MODV2_SOIL_TN_002,"""Nitrogen, Total""","""Nitrogen, Total""",Combustion,Combustion,Combustion Analyzer,Combustion Analyzer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-TN.16,,,Cornell Soil Health Lab,Cornell Soil Health Lab,S-TN.16,L_MODV2_SOIL_TN_002,,L_MODV2_SOIL_TN_002,
Wet Aggregate Stability - Slaking,Soil,"Aggregate Stability,wet aggregate stability",S-AS-S-DW-G-OT,,,Aggregate Stability,,Slaking,,Gravimetric,,%,,,%,%,,,,,submitted to AgGateway,Cornell Soil Health Lab,Cornell Soil Health Lab,S-AS-S-DW-G-OT,,,,
Al_DTPA,Soil,Al_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
AlMeh,Soil,AlMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
AlSatPas,Soil,AlSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
As_DTPA,Soil,As_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
B,Soil,B,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Ba_DTPA,Soil,Ba_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Be_DTPA,Soil,Be_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
BH3A,Soil,BH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Bicarb,Soil,Bicarb,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Biomass,Soil,Biomass,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
BMeh,Soil,BMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
BSatPas,Soil,BSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Ca,Soil,Ca,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Ca_SAR,Soil,Ca_SAR,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CaH3A,Soil,CaH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CaMeh,Soil,CaMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CaSatPas,Soil,CaSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CCE,Soil,CCE,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Cd_DTPA,Soil,Cd_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CEC,Soil,CEC,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Cl,Soil,Cl,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Clay,Soil,Clay,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Co_DTPA,Soil,Co_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CO2,Soil,CO2,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Cr_DTPA,Soil,Cr_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Cu,Soil,Cu,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CuH3A,Soil,CuH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CuMeh,Soil,CuMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
CuSatPas,Soil,CuSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Density,Soil,Density,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
ECE,Soil,ECE,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
ecSP,Soil,ecSP,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Eff,Soil,Eff,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
ESP,Soil,ESP,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Fe,Soil,Fe,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
FeH3A,Soil,FeH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
FeMeh,Soil,FeMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
FeSatPas,Soil,FeSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
H2O_Na,Soil,H2O_Na,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
K,Soil,K,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
KH3A,Soil,KH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
KMeh,Soil,KMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
KSatPas,Soil,KSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
LOI,Soil,LOI,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Mg,Soil,Mg,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Mg_SAR,Soil,Mg_SAR,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
MgH3A,Soil,MgH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
MgMeh,Soil,MgMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
MgSatPas,Soil,MgSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
MinN,Soil,MinN,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Mn,Soil,Mn,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
MNaasi,Soil,,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
MnH3A,Soil,MnH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
MnMeh,Soil,MnMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
MnSatPas,Soil,MnSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Mo_DTPA,Soil,Mo_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Moisture,Soil,Moisture,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Na,Soil,Na,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Na_SAR,Soil,Na_SAR,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
NaH3A,Soil,NaH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
NaMeh,Soil,NaMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
NaSatPas,Soil,NaSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
NH4,Soil,NH4,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Ni_DTPA,Soil,Ni_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
NO2,Soil,NO2,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
NO3,Soil,NO3,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
OM,Soil,OM,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
P_Morgan,Soil,P_Morgan,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Pb_DTPA,Soil,Pb_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
PBic,Soil,PBic,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
PBray,Soil,PBray,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
PBrayP2,Soil,PBrayP2,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
pH,Soil,pH,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
PH3A,Soil,PH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
phSP,Soil,phSP,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
PMeh,Soil,PMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
PMN,Soil,PMN,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
PSatPas,Soil,PSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
S_DTPA,Soil,S_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Sand,Soil,Sand,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
SAR,Soil,SAR,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Sb_DTPA,Soil,Sb_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Se_DTPA,Soil,Se_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
SH3A,Soil,SH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Si_DTPA,Soil,Si_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Silt,Soil,Silt,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
SMeh,Soil,SMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
SMP_Qtr,Soil,SMP_Qtr,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
SMPBuffer,Soil,SMPBuffer,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
SO4,Soil,SO4,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Sr_DTPA,Soil,Sr_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
SS,Soil,SS,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
SSatPas,Soil,SSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Ti_DTPA,Soil,Ti_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TICarb,Soil,TICarb,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TKN,Soil,TKN,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TOCarb,Soil,TOCarb,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalAl,Soil,TotalAl,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalB,Soil,TotalB,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalC,Soil,TotalC,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalCa,Soil,TotalCa,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalCu,Soil,TotalCu,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalFe,Soil,TotalFe,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalK,Soil,TotalK,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalMg,Soil,TotalMg,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalMn,Soil,TotalMn,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalMo,Soil,TotalMo,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalNa,Soil,TotalNa,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalP,Soil,TotalP,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalS,Soil,TotalS,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TotalZn,Soil,TotalZn,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
TVS,Soil,TVS,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
V_DTPA,Soil,V_DTPA,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
WHC,Soil,WHC,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
Zn,Soil,Zn,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
ZnH3A,Soil,ZnH3A,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
ZnMeh,Soil,ZnMeh,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
ZnSatPas,Soil,ZnSatPas,,,,,,,,,,,,,,,,,,,,Kuo Testing Laboratories,Kuo Testing Laboratories,,,,,
% Base saturation Ca,Soil,,S-BS-CA.19,L_MODV2_SOIL_CABS_001,Base Saturation - Ca,Base Saturation - Ca,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-CA.19,,,Logan Labs,Logan Labs,S-BS-CA.19,L_MODV2_SOIL_CABS_001,,L_MODV2_SOIL_CABS_001,
% Base saturation K,Soil,,S-BS-K.19,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,,,Logan Labs,Logan Labs,S-BS-K.19,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_KBS_001,
% Base saturation Mg,Soil,,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,,,Logan Labs,Logan Labs,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MGBS_001,
% Base saturation Na,Soil,,S-BS-NA.19,L_MODV2_SOIL_NABS_001,Base Saturation - Na,Base Saturation - Na,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-NA.19,,,Logan Labs,Logan Labs,S-BS-NA.19,L_MODV2_SOIL_NABS_001,,L_MODV2_SOIL_NABS_001,
% Clay,Soil,,S-CLAY-SED.10,L_MODV2_SOIL_CLAY_003,Clay,Clay,Sodium Hexametaphosphate Solution / Electrical Mixer,Sodium Hexametaphosphate Solution / Electrical Mixer,Hydrometer,Hydrometer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-CLAY-SED.10,,Need more info from lab,Logan Labs,Logan Labs,S-CLAY-SED.10,L_MODV2_SOIL_CLAY_003,,L_MODV2_SOIL_CLAY_003,
% Sand,Soil,,S-SAND-SED.10,L_MODV2_SOIL_SAND_003,Sand,Sand,Sodium Hexametaphosphate Solution / Electrical Mixer,Sodium Hexametaphosphate Solution / Electrical Mixer,Hydrometer,Hydrometer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SAND-SED.10,,Need more info from lab,Logan Labs,Logan Labs,S-SAND-SED.10,L_MODV2_SOIL_SAND_003,,L_MODV2_SOIL_SAND_003,
% Silt,Soil,,S-SILT-SED.10,L_MODV2_SOIL_SILT_003,Silt,Silt,Sodium Hexametaphosphate Solution / Electrical Mixer,Sodium Hexametaphosphate Solution / Electrical Mixer,Hydrometer,Hydrometer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SILT-SED.10,,Need more info from lab,Logan Labs,Logan Labs,S-SILT-SED.10,L_MODV2_SOIL_SILT_003,,L_MODV2_SOIL_SILT_003,
Aluminium,Soil,,S-AL-M3.05,L_MODV2_SOIL_AL_012,Aluminum,Aluminum,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-AL-M3.05,,,Logan Labs,Logan Labs,S-AL-M3.05,L_MODV2_SOIL_AL_012,,L_MODV2_SOIL_AL_012,
Bicarbonate,Soil,,S-HCO3-SP.12,L_MODV2_SOIL_HCO3_002,Bicarbonate,Bicarbonate,Slurry,Slurry,Titration,Titration,meq/L,meq/L,,"meq/L, mg/L, ppm",meq/L,meq/L,,"meq/L, mg/L, [ppm]",S-HCO3-SP.12,"check, two saturated paste: titration, calculated",,Logan Labs,Logan Labs,S-HCO3-SP.12,L_MODV2_SOIL_HCO3_002,,L_MODV2_SOIL_HCO3_002,
Boron,Soil,,S-B-M3.04,L_MODV2_SOIL_B_017,Boron,Boron,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-B-M3.04,,,Logan Labs,Logan Labs,S-B-M3.04,L_MODV2_SOIL_B_017,,L_MODV2_SOIL_B_017,
Calcium,Soil,,S-CA-M3.05,L_MODV2_SOIL_CA_021,Calcium,Calcium,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CA-M3.05,,,Logan Labs,Logan Labs,S-CA-M3.05,L_MODV2_SOIL_CA_021,,L_MODV2_SOIL_CA_021,
Carbonate,Soil,,S-CO3-SP.12,L_MODV2_SOIL_CO3_004,Carbonate,Carbonate,Saturated Paste,Saturated Paste,Titration,Titration,meq/L,meq/L,,"meq/L, mg/L, ppm",meq/L,meq/L,,"meq/L, mg/L, [ppm]",S-CO3-SP.12,"need more info, two saturated paste: titration, calculated",,Logan Labs,Logan Labs,S-CO3-SP.12,L_MODV2_SOIL_CO3_004,,L_MODV2_SOIL_CO3_004,
Chloride,Soil,,S-CL-SP.02,L_MODV2_SOIL_CL_014,Chloride,Chloride,Saturated Paste,Saturated Paste,Ion Selective Electrode,Ion Selective Electrode,meq/L,meq/L,,"meq/L, mg/L, ppm, lb/ac, kg/ha",meq/L,meq/L,,"meq/L, mg/L, [ppm], [lb_av]/[acr_us], kg/har",S-CL-SP.02,,,Logan Labs,Logan Labs,S-CL-SP.02,L_MODV2_SOIL_CL_014,,L_MODV2_SOIL_CL_014,
Conductivity,Soil,,S-EC-1:2.03,L_MODV2_SOIL_EC_002,Electrical Conductivity,Electrical Conductivity,EC Slurry,EC Slurry,Electrical Conductivity,Electrical Conductivity,dS/m,dS/m,,mmho/cm,dS/m,dS/m,,"dS/m, mmho/cm, meq/(100.g), cmol/kg",S-EC-1:2.03,,,Logan Labs,Logan Labs,S-EC-1:2.03,L_MODV2_SOIL_EC_002,,L_MODV2_SOIL_EC_002,
Copper,Soil,,S-CU-M3.05,L_MODV2_SOIL_CU_014,Copper,Copper,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CU-M3.05,,,Logan Labs,Logan Labs,S-CU-M3.05,L_MODV2_SOIL_CU_014,,L_MODV2_SOIL_CU_014,
Iron,Soil,,S-FE-M3.05,L_MODV2_SOIL_FE_015,Iron,Iron,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-FE-M3.05,,,Logan Labs,Logan Labs,S-FE-M3.05,L_MODV2_SOIL_FE_015,,L_MODV2_SOIL_FE_015,
Magnesium,Soil,,S-MG-M3.05,L_MODV2_SOIL_MG_022,Magnesium,Magnesium,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MG-M3.05,,,Logan Labs,Logan Labs,S-MG-M3.05,L_MODV2_SOIL_MG_022,,L_MODV2_SOIL_MG_022,
Manganese,Soil,,S-MN-M3.05,L_MODV2_SOIL_MN_015,Manganese,Manganese,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MN-M3.05,,,Logan Labs,Logan Labs,S-MN-M3.05,L_MODV2_SOIL_MN_015,,L_MODV2_SOIL_MN_015,
Organic Matter,Soil,,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,Loss on Ignition (LOI),Loss on Ignition (LOI),Gravimetric,Gravimetric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,,,Logan Labs,Logan Labs,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,
pH,Soil,,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,pH,pH,Slurry,Slurry,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1.02.07,,,Logan Labs,Logan Labs,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,,L_MODV2_SOIL_PH_005,
Phosphorous,Soil,,S-P-M3.04,L_MODV2_SOIL_P_033,Phosphorus,Phosphorus,,Mehlich 3 ,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-P-M3.04,,,Logan Labs,Logan Labs,S-P-M3.04,L_MODV2_SOIL_P_033,,L_MODV2_SOIL_P_033,
Potassium,Soil,,S-K-M3.05,L_MODV2_SOIL_K_031,Potassium,Potassium,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],,,,Logan Labs,Logan Labs,S-K-M3.05,L_MODV2_SOIL_K_031,,,
Salt Concentration,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,Logan Labs,Logan Labs,,,,,
Sand Fractions,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,Logan Labs,Logan Labs,,,,,
Sodium,Soil,,S-NA-M3.05,L_MODV2_SOIL_NA_013,Sodium,Sodium,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NA-M3.05,,,Logan Labs,Logan Labs,S-NA-M3.05,L_MODV2_SOIL_NA_013,,L_MODV2_SOIL_NA_013,
Sodium Adsorption Ratio,Soil,,S-SAR-SP.00,L_MODV2_SOIL_SAR_003,Sodium Adsorption Ratio,Sodium Adsorption Ratio,Saturated Paste,Saturated Paste,Calculation,Calculation,Ratio,Ratio,,none,,,,,S-SAR-SP.00,,,Logan Labs,Logan Labs,S-SAR-SP.00,L_MODV2_SOIL_SAR_003,,L_MODV2_SOIL_SAR_003,
